[+] Ajout | Voiture id:1500
[+] Ajout | Voiture id:1797
[!] Accident | (1,4)
[-] Suppression | Voiture id:1792 supprimé de la carte.
[-] Suppression | Voiture id:1793 supprimé de la carte.
[+] Ajout | Voiture id:1798
[+] Ajout | Voiture id:1799
[-] Suppression | Voiture id:1796 supprimé de la carte.
[-] Suppression | Voiture id:1797 supprimé de la carte.
[-] Suppression | Voiture id:1794 supprimé de la carte.
[-] Suppression | Voiture id:1795 supprimé de la carte.
[+] Ajout | Voiture id:1800
[+] Ajout | Voiture id:1801
[+] Ajout | Voiture id:1802
[+] Ajout | Voiture id:1803
[-] Suppression | Voiture id:1798 supprimé de la carte.
[-] Suppression | Voiture id:1799 supprimé de la carte.
[+] Ajout | Voiture id:1804
[+] Ajout | Voiture id:1805
[!] Accident | (1,4)
[-] Suppression | Voiture id:1800 supprimé de la carte.
[-] Suppression | Voiture id:1801 supprimé de la carte.
[+] Ajout | Voiture id:1806
[+] Ajout | Voiture id:1807
[-] Suppression | Voiture id:1804 supprimé de la carte.
[-] Suppression | Voiture id:1805 supprimé de la carte.
[-] Suppression | Voiture id:1802 supprimé de la carte.
[-] Suppression | Voiture id:1803 supprimé de la carte.
[+] Ajout | Voiture id:1808
[+] Ajout | Voiture id:1809
[+] Ajout | Voiture id:1810
[+] Ajout | Voiture id:1811
[!] Accident | (0,4)
[-] Suppression | Voiture id:1806 supprimé de la carte.
[-] Suppression | Voiture id:1807 supprimé de la carte.
[-] Suppression | Voiture id:1811 supprimé de la carte.
[-] Suppression | Voiture id:1810 supprimé de la carte.
[+] Ajout | Voiture id:1812
[+] Ajout | Voiture id:1813
[-] Suppression | Voiture id:1808 supprimé de la carte.
[-] Suppression | Voiture id:1809 supprimé de la carte.
[+] Ajout | Voiture id:1814
[+] Ajout | Voiture id:1815
[+] Ajout | Voiture id:1816
[+] Ajout | Voiture id:1817
[-] Suppression | Voiture id:1812 supprimé de la carte.
[-] Suppression | Voiture id:1813 supprimé de la carte.
[+] Ajout | Voiture id:1818
[+] Ajout | Voiture id:1819
[-] Suppression | Voiture id:1814 supprimé de la carte.
[-] Suppression | Voiture id:1815 supprimé de la carte.
[+] Ajout | Voiture id:1820
[+] Ajout | Voiture id:1821
[-] Suppression | Voiture id:1816 supprimé de la carte.
[-] Suppression | Voiture id:1817 supprimé de la carte.
[+] Ajout | Voiture id:1822
[+] Ajout | Voiture id:1823
[!] Accident | (2,4)
[-] Suppression | Voiture id:1818 supprimé de la carte.
[-] Suppression | Voiture id:1819 supprimé de la carte.
[+] Ajout | Voiture id:1824
[+] Ajout | Voiture id:1825
[-] Suppression | Voiture id:1823 supprimé de la carte.
[-] Suppression | Voiture id:1822 supprimé de la carte.
[-] Suppression | Voiture id:1820 supprimé de la carte.
[-] Suppression | Voiture id:1821 supprimé de la carte.
[+] Ajout | Voiture id:1826
[+] Ajout | Voiture id:1827
[!] Accident | (1,1)
[+] Ajout | Voiture id:1828
[+] Ajout | Voiture id:1829
[!] Accident | (2,5)
[-] Suppression | Voiture id:1825 supprimé de la carte.
[-] Suppression | Voiture id:1827 supprimé de la carte.
[-] Suppression | Voiture id:1824 supprimé de la carte.
[-] Suppression | Voiture id:1829 supprimé de la carte.
[-] Suppression | Voiture id:1828 supprimé de la carte.
[+] Ajout | Voiture id:1830
[+] Ajout | Voiture id:1831
[!] Accident | (0,1)
[-] Suppression | Voiture id:1826 supprimé de la carte.
[-] Suppression | Voiture id:1831 supprimé de la carte.
[-] Suppression | Voiture id:1830 supprimé de la carte.
[+] Ajout | Voiture id:1832
[+] Ajout | Voiture id:1833
[+] Ajout | Voiture id:1834
[+] Ajout | Voiture id:1835
[!] Accident | (1,5)
[-] Suppression | Voiture id:1835 supprimé de la carte.
[-] Suppression | Voiture id:1834 supprimé de la carte.
[+] Ajout | Voiture id:1836
[+] Ajout | Voiture id:1837
[-] Suppression | Voiture id:1832 supprimé de la carte.
[-] Suppression | Voiture id:1833 supprimé de la carte.
[+] Ajout | Voiture id:1838
[+] Ajout | Voiture id:1839
[+] Ajout | Voiture id:1840
[+] Ajout | Voiture id:1841
[-] Suppression | Voiture id:1836 supprimé de la carte.
[-] Suppression | Voiture id:1837 supprimé de la carte.
[+] Ajout | Voiture id:1842
[+] Ajout | Voiture id:1843
[-] Suppression | Voiture id:1838 supprimé de la carte.
[-] Suppression | Voiture id:1839 supprimé de la carte.
[+] Ajout | Voiture id:1844
[+] Ajout | Voiture id:1845
[-] Suppression | Voiture id:1840 supprimé de la carte.
[-] Suppression | Voiture id:1841 supprimé de la carte.
[+] Ajout | Voiture id:1846
[+] Ajout | Voiture id:1847
[-] Suppression | Voiture id:1842 supprimé de la carte.
[-] Suppression | Voiture id:1843 supprimé de la carte.
[+] Ajout | Voiture id:1848
[+] Ajout | Voiture id:1849
[!] Accident | (3,2)
[!] Accident | (2,3)
[-] Suppression | Voiture id:1844 supprimé de la carte.
[-] Suppression | Voiture id:1845 supprimé de la carte.
[-] Suppression | Voiture id:1846 supprimé de la carte.
[-] Suppression | Voiture id:1847 supprimé de la carte.
[+] Ajout | Voiture id:1850
[+] Ajout | Voiture id:1851
[-] Suppression | Voiture id:1848 supprimé de la carte.
[-] Suppression | Voiture id:1849 supprimé de la carte.
[+] Ajout | Voiture id:1852
[+] Ajout | Voiture id:1853
[+] Ajout | Voiture id:1854
[+] Ajout | Voiture id:1855
[!] Accident | (1,1)
[-] Suppression | Voiture id:1850 supprimé de la carte.
[-] Suppression | Voiture id:1851 supprimé de la carte.
[+] Ajout | Voiture id:1856
[+] Ajout | Voiture id:1857
[-] Suppression | Voiture id:1852 supprimé de la carte.
[-] Suppression | Voiture id:1854 supprimé de la carte.
[-] Suppression | Voiture id:1853 supprimé de la carte.
[+] Ajout | Voiture id:1858
[+] Ajout | Voiture id:1859
[-] Suppression | Voiture id:1855 supprimé de la carte.
[+] Ajout | Voiture id:1860
[+] Ajout | Voiture id:1861
[!] Accident | (0,2)
[-] Suppression | Voiture id:1856 supprimé de la carte.
[-] Suppression | Voiture id:1857 supprimé de la carte.
[-] Suppression | Voiture id:1861 supprimé de la carte.
[-] Suppression | Voiture id:1860 supprimé de la carte.
[+] Ajout | Voiture id:1862
[+] Ajout | Voiture id:1863
[-] Suppression | Voiture id:1858 supprimé de la carte.
[-] Suppression | Voiture id:1859 supprimé de la carte.
[+] Ajout | Voiture id:1864
[+] Ajout | Voiture id:1865
[!] Accident | (3,2)
[!] Accident | (1,4)
[-] Suppression | Voiture id:1862 supprimé de la carte.
[-] Suppression | Voiture id:1863 supprimé de la carte.
[+] Ajout | Voiture id:1866
[+] Ajout | Voiture id:1867
[-] Suppression | Voiture id:1864 supprimé de la carte.
[-] Suppression | Voiture id:1865 supprimé de la carte.
[+] Ajout | Voiture id:1868
[+] Ajout | Voiture id:1869
[!] Accident | (1,4)
[+] Ajout | Voiture id:1870
[+] Ajout | Voiture id:1871
[-] Suppression | Voiture id:1868 supprimé de la carte.
[-] Suppression | Voiture id:1869 supprimé de la carte.
[-] Suppression | Voiture id:1866 supprimé de la carte.
[-] Suppression | Voiture id:1867 supprimé de la carte.
[+] Ajout | Voiture id:1872
[+] Ajout | Voiture id:1873
[+] Ajout | Voiture id:1874
[+] Ajout | Voiture id:1875
[-] Suppression | Voiture id:1870 supprimé de la carte.
[-] Suppression | Voiture id:1871 supprimé de la carte.
[+] Ajout | Voiture id:1876
[+] Ajout | Voiture id:1877
[-] Suppression | Voiture id:1872 supprimé de la carte.
[-] Suppression | Voiture id:1873 supprimé de la carte.
[+] Ajout | Voiture id:1878
[+] Ajout | Voiture id:1879
[!] Accident | (4,2)
[-] Suppression | Voiture id:1874 supprimé de la carte.
[-] Suppression | Voiture id:1875 supprimé de la carte.
[+] Ajout | Voiture id:1880
[+] Ajout | Voiture id:1881
[!] Accident | (3,2)
[-] Suppression | Voiture id:1877 supprimé de la carte.
[-] Suppression | Voiture id:1876 supprimé de la carte.
[-] Suppression | Voiture id:1878 supprimé de la carte.
[-] Suppression | Voiture id:1879 supprimé de la carte.
[+] Ajout | Voiture id:1882
[+] Ajout | Voiture id:1883
[+] Ajout | Voiture id:1884
[+] Ajout | Voiture id:1885
[-] Suppression | Voiture id:1880 supprimé de la carte.
[-] Suppression | Voiture id:1881 supprimé de la carte.
[+] Ajout | Voiture id:1886
[+] Ajout | Voiture id:1887
[!] Accident | (4,4)
[-] Suppression | Voiture id:1882 supprimé de la carte.
[-] Suppression | Voiture id:1883 supprimé de la carte.
[+] Ajout | Voiture id:1888
[+] Ajout | Voiture id:1889
[-] Suppression | Voiture id:1884 supprimé de la carte.
[-] Suppression | Voiture id:1887 supprimé de la carte.
[-] Suppression | Voiture id:1885 supprimé de la carte.
[+] Ajout | Voiture id:1890
[+] Ajout | Voiture id:1891
[-] Suppression | Voiture id:1886 supprimé de la carte.
[+] Ajout | Voiture id:1892
[+] Ajout | Voiture id:1893
[-] Suppression | Voiture id:1888 supprimé de la carte.
[-] Suppression | Voiture id:1889 supprimé de la carte.
[+] Ajout | Voiture id:1894
[+] Ajout | Voiture id:1895
[-] Suppression | Voiture id:1890 supprimé de la carte.
[-] Suppression | Voiture id:1891 supprimé de la carte.
[+] Ajout | Voiture id:1896
[+] Ajout | Voiture id:1897
[-] Suppression | Voiture id:1892 supprimé de la carte.
[-] Suppression | Voiture id:1893 supprimé de la carte.
[+] Ajout | Voiture id:1898
[+] Ajout | Voiture id:1899
[-] Suppression | Voiture id:1894 supprimé de la carte.
[-] Suppression | Voiture id:1895 supprimé de la carte.
[+] Ajout | Voiture id:1900
[+] Ajout | Voiture id:1901
[-] Suppression | Voiture id:1896 supprimé de la carte.
[-] Suppression | Voiture id:1897 supprimé de la carte.
[+] Ajout | Voiture id:1902
[+] Ajout | Voiture id:1903
[!] Accident | (1,4)
[-] Suppression | Voiture id:1898 supprimé de la carte.
[-] Suppression | Voiture id:1899 supprimé de la carte.
[+] Ajout | Voiture id:1904
[+] Ajout | Voiture id:1905
[-] Suppression | Voiture id:1902 supprimé de la carte.
[-] Suppression | Voiture id:1903 supprimé de la carte.
[-] Suppression | Voiture id:1900 supprimé de la carte.
[-] Suppression | Voiture id:1901 supprimé de la carte.
[+] Ajout | Voiture id:1906
[+] Ajout | Voiture id:1907
[+] Ajout | Voiture id:1908
[+] Ajout | Voiture id:1909
[!] Accident | (1,1)
[-] Suppression | Voiture id:1904 supprimé de la carte.
[-] Suppression | Voiture id:1905 supprimé de la carte.
[+] Ajout | Voiture id:1910
[+] Ajout | Voiture id:1911
[-] Suppression | Voiture id:1907 supprimé de la carte.
[-] Suppression | Voiture id:1909 supprimé de la carte.
[-] Suppression | Voiture id:1906 supprimé de la carte.
[+] Ajout | Voiture id:1912
[+] Ajout | Voiture id:1913
[-] Suppression | Voiture id:1908 supprimé de la carte.
[+] Ajout | Voiture id:1914
[+] Ajout | Voiture id:1915
[-] Suppression | Voiture id:1910 supprimé de la carte.
[-] Suppression | Voiture id:1911 supprimé de la carte.
[+] Ajout | Voiture id:1916
[+] Ajout | Voiture id:1917
[!] Accident | (4,4)
[-] Suppression | Voiture id:1912 supprimé de la carte.
[-] Suppression | Voiture id:1913 supprimé de la carte.
[+] Ajout | Voiture id:1918
[+] Ajout | Voiture id:1919
[-] Suppression | Voiture id:1914 supprimé de la carte.
[-] Suppression | Voiture id:1916 supprimé de la carte.
[-] Suppression | Voiture id:1915 supprimé de la carte.
[+] Ajout | Voiture id:1920
[+] Ajout | Voiture id:1921
[-] Suppression | Voiture id:1917 supprimé de la carte.
[+] Ajout | Voiture id:1922
[+] Ajout | Voiture id:1923
[-] Suppression | Voiture id:1918 supprimé de la carte.
[-] Suppression | Voiture id:1919 supprimé de la carte.
[+] Ajout | Voiture id:1924
[+] Ajout | Voiture id:1925
[!] Accident | (0,2)
[-] Suppression | Voiture id:1920 supprimé de la carte.
[-] Suppression | Voiture id:1921 supprimé de la carte.
[-] Suppression | Voiture id:1925 supprimé de la carte.
[-] Suppression | Voiture id:1924 supprimé de la carte.
[+] Ajout | Voiture id:1926
[+] Ajout | Voiture id:1927
[-] Suppression | Voiture id:1922 supprimé de la carte.
[-] Suppression | Voiture id:1923 supprimé de la carte.
[+] Ajout | Voiture id:1928
[+] Ajout | Voiture id:1929
[!] Accident | (1,1)
[+] Ajout | Voiture id:1930
[+] Ajout | Voiture id:1931
[-] Suppression | Voiture id:1927 supprimé de la carte.
[-] Suppression | Voiture id:1929 supprimé de la carte.
[-] Suppression | Voiture id:1926 supprimé de la carte.
[+] Ajout | Voiture id:1932
[+] Ajout | Voiture id:1933
[-] Suppression | Voiture id:1928 supprimé de la carte.
[+] Ajout | Voiture id:1934
[+] Ajout | Voiture id:1935
[-] Suppression | Voiture id:1930 supprimé de la carte.
[-] Suppression | Voiture id:1931 supprimé de la carte.
[+] Ajout | Voiture id:1936
[+] Ajout | Voiture id:1937
[-] Suppression | Voiture id:1932 supprimé de la carte.
[-] Suppression | Voiture id:1933 supprimé de la carte.
[+] Ajout | Voiture id:1938
[+] Ajout | Voiture id:1939
[-] Suppression | Voiture id:1934 supprimé de la carte.
[-] Suppression | Voiture id:1935 supprimé de la carte.
[+] Ajout | Voiture id:1940
[+] Ajout | Voiture id:1941
[-] Suppression | Voiture id:1936 supprimé de la carte.
[-] Suppression | Voiture id:1937 supprimé de la carte.
[+] Ajout | Voiture id:1942
[+] Ajout | Voiture id:1943
[-] Suppression | Voiture id:1938 supprimé de la carte.
[-] Suppression | Voiture id:1939 supprimé de la carte.
[+] Ajout | Voiture id:1944
[+] Ajout | Voiture id:1945
[-] Suppression | Voiture id:1940 supprimé de la carte.
[-] Suppression | Voiture id:1941 supprimé de la carte.
[+] Ajout | Voiture id:1946
[+] Ajout | Voiture id:1947
[!] Accident | (2,5)
[-] Suppression | Voiture id:1942 supprimé de la carte.
[-] Suppression | Voiture id:1943 supprimé de la carte.
[-] Suppression | Voiture id:1947 supprimé de la carte.
[-] Suppression | Voiture id:1946 supprimé de la carte.
[+] Ajout | Voiture id:1948
[+] Ajout | Voiture id:1949
[-] Suppression | Voiture id:1944 supprimé de la carte.
[-] Suppression | Voiture id:1945 supprimé de la carte.
[+] Ajout | Voiture id:1950
[+] Ajout | Voiture id:1951
[!] Accident | (3,1)
[+] Ajout | Voiture id:1952
[+] Ajout | Voiture id:1953
[-] Suppression | Voiture id:1949 supprimé de la carte.
[-] Suppression | Voiture id:1948 supprimé de la carte.
[+] Ajout | Voiture id:1954
[+] Ajout | Voiture id:1955
[-] Suppression | Voiture id:1950 supprimé de la carte.
[-] Suppression | Voiture id:1951 supprimé de la carte.
[+] Ajout | Voiture id:1956
[+] Ajout | Voiture id:1957
[-] Suppression | Voiture id:1952 supprimé de la carte.
[-] Suppression | Voiture id:1953 supprimé de la carte.
[+] Ajout | Voiture id:1958
[+] Ajout | Voiture id:1959
[!] Accident | (1,4)
[-] Suppression | Voiture id:1954 supprimé de la carte.
[-] Suppression | Voiture id:1955 supprimé de la carte.
[+] Ajout | Voiture id:1960
[+] Ajout | Voiture id:1961
[-] Suppression | Voiture id:1958 supprimé de la carte.
[-] Suppression | Voiture id:1959 supprimé de la carte.
[-] Suppression | Voiture id:1956 supprimé de la carte.
[-] Suppression | Voiture id:1957 supprimé de la carte.
[+] Ajout | Voiture id:1962
[+] Ajout | Voiture id:1963
[!] Accident | (1,1)
[+] Ajout | Voiture id:1964
[+] Ajout | Voiture id:1965
[-] Suppression | Voiture id:1961 supprimé de la carte.
[-] Suppression | Voiture id:1962 supprimé de la carte.
[-] Suppression | Voiture id:1960 supprimé de la carte.
[+] Ajout | Voiture id:1966
[+] Ajout | Voiture id:1967
[-] Suppression | Voiture id:1963 supprimé de la carte.
[+] Ajout | Voiture id:1968
[+] Ajout | Voiture id:1969
[!] Accident | (4,4)
[-] Suppression | Voiture id:1964 supprimé de la carte.
[-] Suppression | Voiture id:1965 supprimé de la carte.
[+] Ajout | Voiture id:1970
[+] Ajout | Voiture id:1971
[-] Suppression | Voiture id:1966 supprimé de la carte.
[-] Suppression | Voiture id:1969 supprimé de la carte.
[-] Suppression | Voiture id:1967 supprimé de la carte.
[+] Ajout | Voiture id:1972
[+] Ajout | Voiture id:1973
[-] Suppression | Voiture id:1968 supprimé de la carte.
[+] Ajout | Voiture id:1974
[+] Ajout | Voiture id:1975
[-] Suppression | Voiture id:1970 supprimé de la carte.
[-] Suppression | Voiture id:1971 supprimé de la carte.
[+] Ajout | Voiture id:1976
[+] Ajout | Voiture id:1977
[-] Suppression | Voiture id:1972 supprimé de la carte.
[-] Suppression | Voiture id:1973 supprimé de la carte.
[+] Ajout | Voiture id:1978
[+] Ajout | Voiture id:1979
[-] Suppression | Voiture id:1974 supprimé de la carte.
[-] Suppression | Voiture id:1975 supprimé de la carte.
[+] Ajout | Voiture id:1980
[+] Ajout | Voiture id:1981
[-] Suppression | Voiture id:1976 supprimé de la carte.
[-] Suppression | Voiture id:1977 supprimé de la carte.
[+] Ajout | Voiture id:1982
[+] Ajout | Voiture id:1983
[-] Suppression | Voiture id:1978 supprimé de la carte.
[-] Suppression | Voiture id:1979 supprimé de la carte.
[+] Ajout | Voiture id:1984
[+] Ajout | Voiture id:1985
[-] Suppression | Voiture id:1980 supprimé de la carte.
[-] Suppression | Voiture id:1981 supprimé de la carte.
[+] Ajout | Voiture id:1986
[+] Ajout | Voiture id:1987
[-] Suppression | Voiture id:1982 supprimé de la carte.
[-] Suppression | Voiture id:1983 supprimé de la carte.
[+] Ajout | Voiture id:1988
[+] Ajout | Voiture id:1989
[-] Suppression | Voiture id:1984 supprimé de la carte.
[-] Suppression | Voiture id:1985 supprimé de la carte.
[+] Ajout | Voiture id:1990
[+] Ajout | Voiture id:1991
[-] Suppression | Voiture id:1986 supprimé de la carte.
[-] Suppression | Voiture id:1987 supprimé de la carte.
[+] Ajout | Voiture id:1992
[+] Ajout | Voiture id:1993
[!] Accident | (1,1)
[-] Suppression | Voiture id:1988 supprimé de la carte.
[-] Suppression | Voiture id:1989 supprimé de la carte.
[+] Ajout | Voiture id:1994
[+] Ajout | Voiture id:1995
[-] Suppression | Voiture id:1991 supprimé de la carte.
[-] Suppression | Voiture id:1992 supprimé de la carte.
[!] Accident | (4,4)
[-] Suppression | Voiture id:1990 supprimé de la carte.
[+] Ajout | Voiture id:1996
[+] Ajout | Voiture id:1997
[-] Suppression | Voiture id:1993 supprimé de la carte.
[-] Suppression | Voiture id:1995 supprimé de la carte.
[+] Ajout | Voiture id:1998
[+] Ajout | Voiture id:1999
[-] Suppression | Voiture id:1994 supprimé de la carte.
[+] Ajout | Voiture id:2000
[+] Ajout | Voiture id:2001
[-] Suppression | Voiture id:1996 supprimé de la carte.
[-] Suppression | Voiture id:1997 supprimé de la carte.
[+] Ajout | Voiture id:2002
[+] Ajout | Voiture id:2003
[-] Suppression | Voiture id:1998 supprimé de la carte.
[-] Suppression | Voiture id:1999 supprimé de la carte.
[+] Ajout | Voiture id:2004
[+] Ajout | Voiture id:2005
[!] Accident | (3,3)
[-] Suppression | Voiture id:2000 supprimé de la carte.
[-] Suppression | Voiture id:2001 supprimé de la carte.
[-] Suppression | Voiture id:2003 supprimé de la carte.
[-] Suppression | Voiture id:2002 supprimé de la carte.
[+] Ajout | Voiture id:2006
[+] Ajout | Voiture id:2007
[+] Ajout | Voiture id:2008
[+] Ajout | Voiture id:2009
[-] Suppression | Voiture id:2004 supprimé de la carte.
[-] Suppression | Voiture id:2005 supprimé de la carte.
[+] Ajout | Voiture id:2010
[+] Ajout | Voiture id:2011
[!] Accident | (4,2)
[-] Suppression | Voiture id:2006 supprimé de la carte.
[-] Suppression | Voiture id:2007 supprimé de la carte.
[+] Ajout | Voiture id:2012
[+] Ajout | Voiture id:2013
[!] Accident | (4,2)
[!] Accident | (1,5)
[-] Suppression | Voiture id:2009 supprimé de la carte.
[-] Suppression | Voiture id:2008 supprimé de la carte.
[-] Suppression | Voiture id:2008 supprimé de la carte.
[-] Suppression | Voiture id:2011 supprimé de la carte.
[-] Suppression | Voiture id:2013 supprimé de la carte.
[-] Suppression | Voiture id:2012 supprimé de la carte.
[+] Ajout | Voiture id:2014
[+] Ajout | Voiture id:2015
[-] Suppression | Voiture id:2010 supprimé de la carte.
[+] Ajout | Voiture id:2016
[+] Ajout | Voiture id:2017
[+] Ajout | Voiture id:2018
[+] Ajout | Voiture id:2019
[!] Accident | (2,3)
[-] Suppression | Voiture id:2014 supprimé de la carte.
[-] Suppression | Voiture id:2015 supprimé de la carte.
[+] Ajout | Voiture id:2020
[+] Ajout | Voiture id:2021
[-] Suppression | Voiture id:2018 supprimé de la carte.
[-] Suppression | Voiture id:2019 supprimé de la carte.
[-] Suppression | Voiture id:2016 supprimé de la carte.
[-] Suppression | Voiture id:2017 supprimé de la carte.
[+] Ajout | Voiture id:2022
[+] Ajout | Voiture id:2023
[!] Accident | (1,1)
[+] Ajout | Voiture id:2024
[+] Ajout | Voiture id:2025
[-] Suppression | Voiture id:2020 supprimé de la carte.
[-] Suppression | Voiture id:2022 supprimé de la carte.
[-] Suppression | Voiture id:2021 supprimé de la carte.
[+] Ajout | Voiture id:2026
[+] Ajout | Voiture id:2027
[!] Accident | (0,4)
[-] Suppression | Voiture id:2023 supprimé de la carte.
[-] Suppression | Voiture id:2027 supprimé de la carte.
[-] Suppression | Voiture id:2026 supprimé de la carte.
[+] Ajout | Voiture id:2028
[+] Ajout | Voiture id:2029
[!] Accident | (0,1)
[-] Suppression | Voiture id:2024 supprimé de la carte.
[-] Suppression | Voiture id:2025 supprimé de la carte.
[-] Suppression | Voiture id:2029 supprimé de la carte.
[-] Suppression | Voiture id:2028 supprimé de la carte.
[+] Ajout | Voiture id:2030
[+] Ajout | Voiture id:2031
[+] Ajout | Voiture id:2032
[+] Ajout | Voiture id:2033
[!] Accident | (1,1)
[+] Ajout | Voiture id:2034
[+] Ajout | Voiture id:2035
[-] Suppression | Voiture id:2031 supprimé de la carte.
[-] Suppression | Voiture id:2033 supprimé de la carte.
[-] Suppression | Voiture id:2030 supprimé de la carte.
[+] Ajout | Voiture id:2036
[+] Ajout | Voiture id:2037
[-] Suppression | Voiture id:2032 supprimé de la carte.
[+] Ajout | Voiture id:2038
[+] Ajout | Voiture id:2039
[-] Suppression | Voiture id:2034 supprimé de la carte.
[-] Suppression | Voiture id:2035 supprimé de la carte.
[+] Ajout | Voiture id:2040
[+] Ajout | Voiture id:2041
[-] Suppression | Voiture id:2036 supprimé de la carte.
[-] Suppression | Voiture id:2037 supprimé de la carte.
[+] Ajout | Voiture id:2042
[+] Ajout | Voiture id:2043
[!] Accident | (2,3)
[-] Suppression | Voiture id:2038 supprimé de la carte.
[-] Suppression | Voiture id:2039 supprimé de la carte.
[+] Ajout | Voiture id:2044
[+] Ajout | Voiture id:2045
[-] Suppression | Voiture id:2042 supprimé de la carte.
[-] Suppression | Voiture id:2043 supprimé de la carte.
[-] Suppression | Voiture id:2040 supprimé de la carte.
[-] Suppression | Voiture id:2041 supprimé de la carte.
[+] Ajout | Voiture id:2046
[+] Ajout | Voiture id:2047
[!] Accident | (0,2)
[-] Suppression | Voiture id:2047 supprimé de la carte.
[-] Suppression | Voiture id:2046 supprimé de la carte.
[+] Ajout | Voiture id:2048
[+] Ajout | Voiture id:2049
[-] Suppression | Voiture id:2044 supprimé de la carte.
[-] Suppression | Voiture id:2045 supprimé de la carte.
[+] Ajout | Voiture id:2050
[+] Ajout | Voiture id:2051
[+] Ajout | Voiture id:2052
[+] Ajout | Voiture id:2053
[-] Suppression | Voiture id:2048 supprimé de la carte.
[-] Suppression | Voiture id:2049 supprimé de la carte.
[+] Ajout | Voiture id:2054
[+] Ajout | Voiture id:2055
[-] Suppression | Voiture id:2050 supprimé de la carte.
[-] Suppression | Voiture id:2051 supprimé de la carte.
[+] Ajout | Voiture id:2056
[+] Ajout | Voiture id:2057
[!] Accident | (1,1)
[-] Suppression | Voiture id:2052 supprimé de la carte.
[-] Suppression | Voiture id:2053 supprimé de la carte.
[+] Ajout | Voiture id:2058
[+] Ajout | Voiture id:2059
[-] Suppression | Voiture id:2054 supprimé de la carte.
[-] Suppression | Voiture id:2057 supprimé de la carte.
[-] Suppression | Voiture id:2055 supprimé de la carte.
[+] Ajout | Voiture id:2060
[+] Ajout | Voiture id:2061
[!] Accident | (1,1)
[-] Suppression | Voiture id:2056 supprimé de la carte.
[+] Ajout | Voiture id:2062
[+] Ajout | Voiture id:2063
[-] Suppression | Voiture id:2059 supprimé de la carte.
[-] Suppression | Voiture id:2061 supprimé de la carte.
[-] Suppression | Voiture id:2058 supprimé de la carte.
[+] Ajout | Voiture id:2064
[+] Ajout | Voiture id:2065
[!] Accident | (0,4)
[!] Accident | (3,1)
[-] Suppression | Voiture id:2060 supprimé de la carte.
[-] Suppression | Voiture id:2065 supprimé de la carte.
[-] Suppression | Voiture id:2064 supprimé de la carte.
[+] Ajout | Voiture id:2066
[+] Ajout | Voiture id:2067
[-] Suppression | Voiture id:2063 supprimé de la carte.
[-] Suppression | Voiture id:2062 supprimé de la carte.
[+] Ajout | Voiture id:2068
[+] Ajout | Voiture id:2069
[+] Ajout | Voiture id:2070
[+] Ajout | Voiture id:2071
[!] Accident | (1,1)
[-] Suppression | Voiture id:2066 supprimé de la carte.
[-] Suppression | Voiture id:2067 supprimé de la carte.
[+] Ajout | Voiture id:2072
[+] Ajout | Voiture id:2073
[-] Suppression | Voiture id:2069 supprimé de la carte.
[-] Suppression | Voiture id:2070 supprimé de la carte.
[!] Accident | (2,3)
[-] Suppression | Voiture id:2068 supprimé de la carte.
[+] Ajout | Voiture id:2074
[+] Ajout | Voiture id:2075
[-] Suppression | Voiture id:2072 supprimé de la carte.
[-] Suppression | Voiture id:2073 supprimé de la carte.
[-] Suppression | Voiture id:2071 supprimé de la carte.
[+] Ajout | Voiture id:2076
[+] Ajout | Voiture id:2077
[+] Ajout | Voiture id:2078
[+] Ajout | Voiture id:2079
[-] Suppression | Voiture id:2074 supprimé de la carte.
[-] Suppression | Voiture id:2075 supprimé de la carte.
[+] Ajout | Voiture id:2080
[+] Ajout | Voiture id:2081
[!] Accident | (4,1)
[-] Suppression | Voiture id:2076 supprimé de la carte.
[-] Suppression | Voiture id:2077 supprimé de la carte.
[+] Ajout | Voiture id:2082
[+] Ajout | Voiture id:2083
[-] Suppression | Voiture id:2078 supprimé de la carte.
[-] Suppression | Voiture id:2079 supprimé de la carte.
[+] Ajout | Voiture id:2084
[+] Ajout | Voiture id:2085
[!] Accident | (3,5)
[-] Suppression | Voiture id:2080 supprimé de la carte.
[-] Suppression | Voiture id:2081 supprimé de la carte.
[-] Suppression | Voiture id:2085 supprimé de la carte.
[-] Suppression | Voiture id:2084 supprimé de la carte.
[+] Ajout | Voiture id:2086
[+] Ajout | Voiture id:2087
[-] Suppression | Voiture id:2082 supprimé de la carte.
[-] Suppression | Voiture id:2083 supprimé de la carte.
[+] Ajout | Voiture id:2088
[+] Ajout | Voiture id:2089
[!] Accident | (3,3)
[!] Accident | (1,3)
[-] Suppression | Voiture id:2087 supprimé de la carte.
[-] Suppression | Voiture id:2086 supprimé de la carte.
[+] Ajout | Voiture id:2090
[+] Ajout | Voiture id:2091
[-] Suppression | Voiture id:2089 supprimé de la carte.
[-] Suppression | Voiture id:2088 supprimé de la carte.
[+] Ajout | Voiture id:2092
[+] Ajout | Voiture id:2093
[+] Ajout | Voiture id:2094
[+] Ajout | Voiture id:2095
[!] Accident | (3,2)
[-] Suppression | Voiture id:2090 supprimé de la carte.
[-] Suppression | Voiture id:2091 supprimé de la carte.
[-] Suppression | Voiture id:2092 supprimé de la carte.
[-] Suppression | Voiture id:2093 supprimé de la carte.
[+] Ajout | Voiture id:2096
[+] Ajout | Voiture id:2097
